"class" "eu_million" "nordlb" "trump" "santand" "ing" "mr" "estonia" "euro_zone" "banker" "zone" "court" "estim" "fine" "deposit" "prosecutor" "polici" "portfolio" "role" "banca" "region" "test" "secur" "leav" "law" "support" "denmark" "institut" "italian_bank" "clear" "supervis" "stock" "lower" "process" "person" "european_bank" "chairman" "inform" "involv" "concern" "measur" "price" "march" "public" "point" "branch" "britain" "estonian" "fridai" "mondai" "reduc" "industri" "privat" "show" "propos" "bad_loan" "growth" "european_union" "larg" "alleg" "presid" "fail" "discuss" "offer" "stake" "analyst" "pai" "posit" "rais" "start" "face" "familiar" "tuesdai" "account" "commiss" "economi" "london" "target" "sew" "recent" "made" "earlier" "declin_comment" "supervisori" "tax" "nordea" "swedbank" "unicredit" "level" "member" "incom" "ag" "sale" "result" "sell" "term" "econom" "perform" "nation" "servic" "custom" "job" "top" "close" "continu" "decis" "remain" "thursdai" "loss" "scandal" "revenu" "sector" "ad" "talk" "ratio" "offici" "ceo" "hold" "wednesdai" "transact" "requir" "minist" "work" "set" "system" "dansk_bank" "largest" "chief_execut" "invest_bank" "intern" "client" "net" "global" "european_central" "statement" "back" "issu" "potenti" "sharehold" "move" "week" "increas" "reuter" "brexit" "equiti" "meet" "head" "crisi" "europ" "biggest" "bad" "credit" "quarter" "firm" "offic" "call" "germani" "carig" "debt" "matter" "base" "sourc" "oper" "part" "cut" "interest" "case" "told" "merger" "group" "declin" "union" "unit" "make" "commerzbank" "million_euro" "bond" "board" "comment" "investig" "rule" "financ" "chief" "compani" "expect" "time" "profit" "end" "german" "month" "cost" "rate" "state" "trade" "author" "includ" "itali" "regul" "peopl" "italian" "share" "countri" "asset" "investor" "deal" "execut" "monei_launder" "invest" "fund" "dansk" "central_bank" "risk" "manag" "billion_euro" "busi" "central" "launder" "ecb" "govern" "plan" "million" "report" "loan" "monei" "market" "capit" "deutsch_bank" "eu" "lender" "percent" "financi" "billion" "deutsch" "european" "euro" "year" "bank"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.1267454554327 0 0 0 4.94369190083551 0 0 0 0 2.30932702091998 0 0 0 0 0 2.34221488776481 0 0 2.32414210670512 2.55102398012994 0 8.04885456951745 0 0 0 4.55497283012864 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10040171860805 2.1568584272757 2.10758737826892 2.04244807609796 0 0 0 0 2.18243526906535 0 2.21134661255977 0 0 0 0 1.95618773181355 2.15182063324575 0 0 0 0 0 0 0 0 0 0 0 0 0 4.22481332940974 0 0 0 0 0 0 0 0 0 0 0 4.65426329110697 0 0 0 0 0 0 0 0 0 2.154336357843 2.04244807609796 4.02717849527196 1.92968261243356 0 0 2.26053685675055 1.84300663709054 0 0 0 0 0 0 0 0 1.89022976402176 0 1.86728420667189 0 0 0 0 0 0 0 0 1.85600589163418 0 0 0 0 0 0 0 0 0 0 0 0 0 1.71178418107249 0 0 1.65516528707299 0 0 1.98553994382608 0 0 0 1.61471033238067 0 1.76495284895317 1.65669550925375 0 0 0 0 1.50495420524981 4.0315596580316 0 0 0 0 0 0 0 0 0 1.45116403066367 0 0 0 0 3.17152950299119 1.41925948414493 0 3.23825070117958 0 0 1.55210098367551 2.91232808216075 0 0 1.6445187986785 0 1.86162914918854 0 0 8.87751513702815 0 0 0 0 1.40844856804071 0 3.67130732557056 0 0 0 0 1.06415582233282 0 1.50495420524981 0 0 0 0 0 1.42046794350649 3.71277204143759 1.12886370582155 0 0.883387828452847 0 1.53356668663182 0.325542354268089
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.48929840036898 0 0 2.40817285555661 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32414210670512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.40817285555661 0 0 0 0 0 0 4.39094652680697 4.47675056989539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06063039518115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17469329491174 0 2.21937878425704 0 0 3.68601327418108 0 4.08489615219592 0 0 0 0 0 0 1.72809775656402 0 0 0 0 0 1.63099492614517 3.50278663833508 0 0 1.86728420667189 4.16766658452163 0 0 0 0 0 0 5.61321626996647 0 0 0 1.75476600364618 0 0 0 1.99623523294283 1.80855173300749 0 0 24.3017399664629 0 0 0 0 0 0 0 0 0 0 2.16192172923225 0 0 0 0 1.65669550925375 0 1.89799679335942 0 3.64944918450618 0 0 0 0 1.45116403066367 5.10636681048227 0 0 0 1.49318166902454 0 1.45116403066367 0 5.7830176845166 0 1.83565366278528 0 1.41925948414493 0 4.85737605176937 0 1.82653782937727 1.55210098367551 0 0 0 0 1.38600226238844 0 0 1.56041128080914 0 1.31716516627372 0 0 0 0 1.2537859864874 0 7.04618276252623 0 1.24970017896482 1.50627086113456 2.12831164466565 0 0 1.16192456808244 5.94687708108436 0 0 0.913519232762214 1.42046794350649 0.928193010359397 0 0 0.883387828452847 0.932637462119821 0.766783343315908 0.868112944714904
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3952694507207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.83245924519296 2.19285202992361 0 0 0 0 0 0 0 0 2.19547326340348 2.23837528494769 0 2.3952694507207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.97706531683511 0 0 0 0 0 0 0 4.17707836659646 1.86351061728825 2.17469329491174 0 0 0 0 0 2.154336357843 0 2.01358924763598 0 0 0 0 0 0 0 0 0 2.26334190767815 0 0 0 1.89022976402176 0 0 0 0 0 0 2.06984705028608 0 2.08618346960577 0 0 0 0 0 0 0 0 3.99247046588566 0 0 0 0 0 1.76837165570196 0 0 3.52309138126312 0 0 3.49606394292967 0 1.61912535058979 2.16192172923225 3.47935540798996 0 0 1.76495284895317 0 0 0 0 0 0 0 0 0 0 3.40424454032152 0 0 0 0 1.8338238361082 0 0 0 1.65516528707299 0 0 1.41925948414493 0 0 1.8448533596837 0 0 1.45616404108038 0 0 4.9335563960355 0 0 3.20316208187776 0 0 0 0 0 2.98376424736491 1.40844856804071 0 0 0 1.38600226238844 0 0 0 0 0 2.32384913616487 0 0 0 0 1.42046794350649 1.85638602071879 2.2577274116431 0 0 1.86527492423964 1.53356668663182 0.434056472357452
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.66432898924546 0 0 0 2.27464146293209 0 0 0 0 0 0 0 0 0 2.28894785858333 4.46037940072251 0 0 0 0 0 0 0 2.27748641506432 0 4.41736699028058 4.81634571111322 0 2.36372109298578 2.02680529902751 0 0 0 0 2.23837528494769 0 4.79053890144141 0 0 0 0 4.21517475653784 4.08489615219592 2.1798479455004 0 6.80692717618923 0 2.18243526906535 0 0 0 0 1.97706531683511 2.00487459553354 0 0 0 0 0 0 4.22481332940974 0 0 0 0 0 0 0 4.17236693921154 2.11240666470487 0 2.19023764934954 0 2.26334190767815 2.01358924763598 0 1.98341454451377 0 1.93573712134226 0 6.37367244746215 0 0 4.17707836659646 1.86351061728825 0 0 2.21937878425704 0 1.95206401462969 0 0 0 2.01358924763598 1.92968261243356 0 6.32998235489846 0 5.52901991127162 0 0 0 0 0 0 0 1.75139331916754 0 0 0 0 0 0 0 0 0 0 0 0 3.90001703089519 1.92366454010799 1.75476600364618 0 0 0 11.977411397657 0 0 0 0 12.4469245790555 1.76837165570196 0 0 1.76154569063156 1.65516528707299 3.9082474951854 0 0 0 0 0 0 1.69573247206199 0 0 0 3.79599358671883 10.1785702195831 0 1.50495420524981 0 5.45791357435125 0 0 8.51061135080379 0 1.55210098367551 1.72481368136283 0 0 1.45116403066367 0 1.92767256150553 4.96549586121896 0 0 0 15.6570993359548 0 3.68970671936741 9.13268914688635 0 4.36849212324113 1.54934616099667 0 1.6445187986785 0 0 0 1.56041128080914 0 0 5.89545447271911 2.83851896828985 11.9350569894596 1.40844856804071 0 0 0 8.31601357433066 3.74910053689447 3.01254172226911 0 10.6180689073624 0 2.32384913616487 2.37875083243375 0 0 0.913519232762214 1.42046794350649 3.71277204143759 10.1597733523939 0 0.883387828452847 11.1916495454379 4.60070005989545 1.30216941707236
0 0 0 0 0 0 3.68392534227668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.79053890144141 0 0 0 7.09116327895733 0 2.49282574088695 0 0 0 0 0 0 0 0 0 0 0 0 2.28894785858333 0 0 0 2.77698047282076 0 0 0 0 0 0 0 0 0 0 2.02680529902751 0 0 0 2.19547326340348 0 0 0 2.28320071632776 0 0 0 0 4.08489615219592 0 0 0 0 2.18243526906535 0 0 0 2.04244807609796 0 2.00487459553354 0 0 0 0 0 0 0 0 0 0 0 0 0 4.1212607903623 2.08618346960577 0 2.1468080914222 2.19023764934954 0 0 0 0 1.98341454451377 0 3.87147424268453 1.9337148759615 0 0 0 0 0 0 0 2.21937878425704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.20073643344776 0 0 0 0 0 0 0 0 1.99838808630393 0 1.85227454402132 0 20.2892305412039 0 0 0 1.9500085154476 0 0 0 4.11667888686919 0 0 0 0 0 0 0 0 3.42356836214499 0 1.76154569063156 0 0 0 1.98553994382608 0 0 0 0 1.69573247206199 0 0 0 0 0 0 0 0 1.81930452478375 0 0 1.70212227016076 0 0 0 1.49318166902454 0 2.90232806132734 0 9.63836280752766 0 0 0 1.41925948414493 0 0 0 0 0 0 0 0 3.289037597357 1.38600226238844 0 0 0 0 0 8.84318170907867 0 0 0 0 0 0 0 3.74910053689447 0 0 0 0 2.32384913616487 0 0 4.77446168330898 0 0 4.64096505179699 0 0 2.65016348535854 0 0 0.651084708536178
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.00487459553354 0 0 0 0 0 0 0 0 4.82284978188598 0 0 2.01797521957924 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.12455748248738 0 2.3952694507207 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10999411829949 0 0 0 0 0 0 2.26334190767815 0 0 1.75139331916754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.83565366278528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.31716516627372 0 0 0 0 1.2537859864874 0 0 0 0 0 0 1.51686698676605 0 0 0 0 4.77446168330898 0 0 0 0 0 0 0 0.766783343315908 0.217028236178726
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1568584272757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.80073455882887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.37622125575001 0 0 0 0 1.63099492614517 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.75476600364618 0 0 0 0 0 0 0 0 0 0 0 0 0 1.65516528707299 0 0 0 0 0 0 0 0 1.76495284895317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.83851896828985 0 0 1.8448533596837 0 0 0 1.54934616099667 0 0 0 0 1.60158104093888 0 0 1.31716516627372 0 0 0 0 1.2537859864874 0 0 0 1.24970017896482 0 1.06415582233282 0 0 0 2.37875083243375 0 0 0 0 0 0 0 0.883387828452847 0.932637462119821 0 0.434056472357452
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.60884355101876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.38047529869908 0 0 0 0 2.44117915202478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.25495025004191 0 2.18243526906535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.29862244328064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.09326732449417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0337339735321 0 0 0 0 0 0 0 0 0 0 0.883387828452847 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.26897572539641 0 0 0 0 2.23018970036125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.89022976402176 0 0 0 0 2.37622125575001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.76837165570196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.65516528707299 0 0 0 3.47935540798996 0 0 0 0 0 0 0 0 0 0 1.60158104093888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.913519232762214 0 0 0 0 0 0 0 0.217028236178726
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.27464146293209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.25216860708003 0 0 0 0 0 0 0 0 0 4.53795145079282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06063039518115 0 0 0 0 0 0 0 0 0 0 0 1.9337148759615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.75139331916754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.50495420524981 0 0 0 0 0 0 0 0 0 0 0 0 3.85534512301106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.51686698676605 0 0 0 0 3.18297445553932 0 0 0 0 0 0 0 0 0.325542354268089
0 0 0 0 0 0 0 5.7511648992506 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.24662842670441 0 0 0 0 0 2.55102398012994 0 10.7318060926899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.00487459553354 0 0 0 0 0 0 0 2.08383329226081 0 0 0 0 0 0 0 0 0 2.19023764934954 0 0 0 3.95413063367022 0 0 0 0 0 0 0 0 1.86351061728825 0 0 0 0 0 0 0 0 0 1.92968261243356 0 6.32998235489846 2.26053685675055 0 0 0 1.96448653462825 2.20073643344776 0 0 1.63099492614517 0 1.89022976402176 3.91651196975523 1.86728420667189 0 0 0 0 0 0 0 1.87107208998882 1.85600589163418 0 0 0 2.09326732449417 0 0 0 0 0 0 0 0 0 0 0 1.76154569063156 0 0 0 1.98553994382608 1.61912535058979 0 0 1.61471033238067 0 3.52990569790635 0 0 0 0 0 0 0 0 0 0 0 0 1.55210098367551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.82465616432151 0 0 0 0 7.44651659675416 0 1.56041128080914 4.43875756851408 2.63433033254744 1.47386361817978 0 0 2.81689713608142 2.50757197297481 7.34261465114112 1.76154569063156 1.38600226238844 0 0 0 0 6.01981682099923 0 0 0 0 0.913519232762214 1.42046794350649 2.78457903107819 1.12886370582155 0 2.65016348535854 0 0.766783343315908 0.434056472357452
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.48929840036898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.23837528494769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17469329491174 2.14931122164032 2.21937878425704 0 0 1.84300663709054 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.87107208998882 0 0 0 0 0 0 0 0 0 1.76837165570196 0 2.70019332960699 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5857647514956 1.41925948414493 0 1.61912535058979 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.52309138126312 0 1.24970017896482 0 0 0 0 0 1.18937541621687 0 0 0 0 0 0 0 0 0 0 0.217028236178726
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.41736699028058 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.97706531683511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9337148759615 0 0 0 0 0 2.17469329491174 0 2.21937878425704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.26198985229035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.76154569063156 0 1.9541237475927 0 0 0 0 0 1.61471033238067 0 0 0 0 0 2.03571404391662 0 0 0 0 0 0 0 0 0 0 1.49318166902454 0 1.45116403066367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.80205640404569 0 5.26866066509488 0 0 2.98376424736491 0 5.01514394594961 0 3.52309138126312 2.77200452477689 0 0 0 0 0 0 0 0 0 0 0 0 2.2577274116431 0 1.76677565690569 1.86527492423964 0 0.868112944714904
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.7733300841092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.14931122164032 0 0 0 0 0 2.04244807609796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.52623160369709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.52309138126312 0 0 0 0 0 0 0 2.37875083243375 0 0 0 0 0 0 0 0 0 0 0.108514118089363
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.48929840036898 0 0 2.40817285555661 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32414210670512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.39094652680697 4.47675056989539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06063039518115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17469329491174 0 2.21937878425704 0 0 3.68601327418108 0 2.04244807609796 0 0 0 0 0 0 1.72809775656402 0 0 0 0 0 1.63099492614517 1.75139331916754 0 0 0 2.08383329226081 0 0 0 0 0 0 3.74214417997765 0 0 0 1.75476600364618 0 0 0 0 1.80855173300749 0 0 18.9013533072489 0 0 0 0 0 0 0 0 0 0 2.16192172923225 0 0 0 0 1.65669550925375 0 0 0 3.64944918450618 0 0 0 0 1.45116403066367 5.10636681048227 0 0 0 0 0 1.45116403066367 0 3.85534512301106 0 0 0 0 0 1.61912535058979 0 1.82653782937727 0 0 0 1.55624749963736 0 1.38600226238844 0 0 1.56041128080914 0 1.31716516627372 0 0 0 0 1.2537859864874 0 1.76154569063156 0 0 0 1.06415582233282 0 0 0 3.56812624865062 0 0 0.913519232762214 0 0 0 0 0.883387828452847 0 0 0.542570590446815
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.60108438272849 0 0 0 0 0 0 0 0 0 2.23018970036125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.25216860708003 2.3952694507207 0 0 0 0 0 0 0 0 0 2.33013014854974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.18243526906535 0 0 0 0 0 0 0 0 0 0 2.06063039518115 0 1.9337148759615 0 0 0 0 0 0 0 0 0 1.95206401462969 0 0 0 0 0 1.89022976402176 0 0 3.68601327418108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.99623523294283 0 0 0 0 0 0 0 0 0 0 0 3.49606394292967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.96549586121896 0 0 0 0 0 0 0 0 2.91232808216075 0 0 0 0 0 1.60158104093888 0 0 0 0 0 0 1.40844856804071 0 0 0 0 1.24970017896482 0 0 0 0 0 0 0 0 0.913519232762214 2.84093588701299 0.928193010359397 0 0 0.883387828452847 0 0.766783343315908 0.217028236178726
0 0 0 0 0 0 0 0 0 5.45325317335029 0 0 0 0 2.70892700957574 0 2.56992813476909 0 0 2.48929840036898 0 0 0 0 0 2.38887965262193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.34221488776481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.02680529902751 0 0 0 4.39094652680697 0 2.25216860708003 0 0 0 0 4.31371685455141 0 0 0 0 0 0 0 0 0 0 0 1.97706531683511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9337148759615 4.24911496497477 0 0 0 0 0 0 0 0 0 0 0 4.08489615219592 0 0 0 0 0 1.84300663709054 0 0 0 0 0 0 0 0 0 1.95825598487761 0 4.16766658452163 0 0 0 2.06984705028608 0 2.08618346960577 1.87107208998882 0 1.9500085154476 1.92366454010799 0 4.18653464898835 0 0 0 0 0 0 13.5009666480349 2.07448742984258 0 1.71178418107249 0 0 0 0 1.74803197146484 0 0 0 1.73967770399498 0 1.69573247206199 0 1.65669550925375 0 5.69399038007825 6.10714213174985 0 0 0 1.81930452478375 0 0 0 0 0 0 0 0 0 1.6628399218261 5.7830176845166 1.65516528707299 0 0 0 6.95871081597991 0 0 0 0 1.45616404108038 1.54934616099667 1.55624749963736 0 1.38600226238844 0 0 1.56041128080914 0 0 1.47386361817978 0 0 0 0 0 0 8.31601357433066 2.49940035792964 4.51881258340367 0 0 0 0 4.75750166486749 0 1.59148722776966 0.913519232762214 1.42046794350649 0 0 0 0.883387828452847 2.79791238635946 0 0.976627062804267
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.56992813476909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.29763098115679 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22.0826621177529 0 0 8.44962665881948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.18189118554345 1.93573712134226 0 0 0 0 0 0 0 4.29862244328064 0 0 0 0 0 8.16979230439184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.91651196975523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.71178418107249 0 0 0 0 0 0 0 0 1.73967770399498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.57869481109128 0 0 1.49318166902454 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.56041128080914 0 0 0 0 0 0 0 0 5.28463707189468 0 0 0 0 0 0 0 4.75750166486749 0 3.18297445553932 0 0 0 0 0 0 0 0 0.108514118089363
0 0 0 0 0 0 0 0 0 0 0 8.93765201794697 0 0 0 0 0 0 0 0 0 0 0 0 2.47531215839424 0 0 0 0 0 0 0 0 2.30054219136425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.16701079873972 0 0 0 0 0 0 0 0 0 2.47184595041775 2.32713164555348 0 0 0 0 0 0 0 2.1568584272757 0 2.04244807609796 0 0 0 0 0 0 0 0 0 0 0 0 0 7.91104328395638 0 0 0 0 0 0 2.26615484905477 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9337148759615 0 0 0 0 1.86351061728825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.20073643344776 0 0 0 0 0 1.95825598487761 0 0 1.99838808630393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.76837165570196 0 0 0 0 0 0 0 0 0 1.73967770399498 0 0 0 0 0 0 0 0 0 2.0157798290158 0 0 0 0 0 0 0 0 0 1.45116403066367 0 0 0 0 0 0 0 0 0 0 0 1.45616404108038 0 0 0 0 3.72325829837708 0 0 0 0 0 0 0 0 0 5.50696098835584 0 0 0 0 0 0 4.51486261574943 0 0 0 0 0 0 0 0 0 0 0 0 0.108514118089363
