"class" "mr" "test" "ing" "eu_million" "baltic" "swedish" "prosecutor" "santand" "britain" "mont" "deposit" "committe" "court" "estonian" "paschi" "estim" "ub" "return" "trump" "combin" "italian_bank" "support" "peopl_familiar" "control" "point" "seek" "bad_loan" "rescu" "public" "region" "banca" "familiar_matter" "involv" "restructur" "london" "propos" "price" "rival" "inform" "chairman" "nordea" "posit" "mondai" "level" "announc" "presid" "larg" "reduc" "gener" "stake" "commiss" "sector" "tax" "econom" "march" "offer" "account" "sell" "person" "dansk_bank" "perform" "analyst" "privat" "growth" "industri" "intern" "economi" "custom" "start" "face" "made" "member" "sale" "recent" "earlier" "tuesdai" "system" "pai" "result" "supervisori" "rais" "discuss" "brexit" "ratio" "term" "fail" "servic" "top" "continu" "target" "remain" "incom" "close" "alleg" "hold" "declin_comment" "unicredit" "minist" "nation" "crisi" "thursdai" "ad" "european_central" "loss" "set" "debt" "requir" "familiar" "offici" "scandal" "increas" "wednesdai" "move" "transact" "global" "decis" "ag" "bad" "europ" "ceo" "largest" "reuter" "statement" "net" "work" "issu" "back" "job" "credit" "sew" "revenu" "quarter" "client" "head" "chief_execut" "week" "biggest" "oper" "meet" "union" "offic" "potenti" "case" "base" "firm" "call" "sourc" "bond" "talk" "group" "sharehold" "part" "interest" "invest_bank" "told" "swedbank" "rule" "equiti" "germani" "unit" "declin" "author" "make" "matter" "end" "time" "investig" "carig" "board" "comment" "dansk" "itali" "month" "rate" "regul" "expect" "countri" "compani" "million_euro" "cut" "state" "financ" "chief" "italian" "trade" "includ" "risk" "profit" "cost" "merger" "monei_launder" "central_bank" "german" "share" "asset" "central" "peopl" "commerzbank" "investor" "launder" "execut" "ecb" "deal" "fund" "invest" "billion_euro" "manag" "govern" "loan" "busi" "percent" "monei" "market" "plan" "report" "million" "eu" "capit" "european" "financi" "lender" "billion" "deutsch_bank" "euro" "year" "deutsch" "bank"
1 0 0 0 0 0 0 0 0 0 0 2.68774744876435 0 0 0 0 0 0 0 0 2.60319006073629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.11146460834371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.88614299549996 0 0 0 0 0 0 0 0 0 0 0 0 1.83521123171556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.79526736558391 0 0 0 0 0 0 0 0 0 0 1.93397564638797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46460389745014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.78031940414804 0 1.43288584361206 0 0 0 0 0 0 0 1.50457777206818 0 0 0 0 0 0 0 1.87681723254802 0 1.52505630341172 0 0 0 0 0 1.37189133090922 0 0 1.20347267928425 0 0 0 0 2.35431074193376 0 0 0 0 0 0 0 0 0.0993202102405286
1 0 0 0 0 0 0 0 0 0 0 2.68774744876435 0 0 0 0 0 0 0 0 0 7.72956544096237 0 0 2.36929371764581 0 0 0 0 0 0 4.76009301884415 0 0 0 0 0 0 0 0 2.27252616571082 0 0 0 2.24381605982839 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.33439382503114 0 0 0 2.22050498095994 0 0 0 0 0 0 0 6.40971158842437 0 0 4.44100996191988 0 2.07894141663815 0 1.9946002682044 1.96204766516665 0 1.95495543685716 0 0 0 0 0 0 0 0 0 0 0 5.15123983803636 2.08294943803569 1.93397564638797 0 4.0263073522003 0 0 0 1.89995876110971 0 2.00198037550203 0 0 0 0 0 1.97278122080976 0 3.63315430434133 4.11827757868395 0 0 0 7.77764209472219 3.72121884464233 0 0 0 0 0 0 0 3.20790049176276 0 0 0 5.38580209675173 0 0 0 0 1.71152437616752 0 8.58539973006061 0 10.7468194046735 0 0 7.59983504443885 1.62405142520247 0 2.16668033094616 0 0 0 9.68720927182227 0 0 0 1.74246918001694 3.23797624649184 0 1.55303015545412 0 0 29.5752467694017 0 0 0 3.52534377466892 0 0 1.70599950023555 0 1.56971707423914 0 8.97633682791956 0 0 0 2.75565213285806 8.90159702074019 1.86060942232117 1.43288584361206 0 1.63169477451503 0 0 0 5.59957264183084 0 1.50457777206818 3.08723664254355 5.28752364133822 0 0 0 0 2.61027266612151 9.3840861627401 0 3.05011260682343 1.50008338248034 2.91243340074951 0 1.43919501280532 0 0 11.2450863503568 1.49784373988683 1.20347267928425 5.86148530907902 0 7.28108350187377 0 7.06293222580128 2.87766049427943 0 1.67303485187593 2.21027355712678 0 6.59673902040756 2.37740217240142 0 1.58912336384846
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.36929371764581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.21590727171131 0 0 0 0 0 0 0 2.38004650942208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.18430193229598 0 0 0 0 0 0 0 0 0 0 0 0 1.9946002682044 0 0 0 0 2.08697358833542 0 0 0 0 0 0 0 0 0 0 0 2.30208496795236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.85100934859215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.07494939536862 3.42304875233504 0 0 0 0 0 0 0 0 1.69504048644583 0 0 0 0 0 0 0 0 3.48493836003388 0 0 0 0 0 0 0 0 2.32228767526988 0 0 0 0 0 1.56971707423914 0 0 0 0 0 0 0 0 0 0 0 0 0 1.89329206975152 0 0 0 0 0 1.76559159743779 0 0 1.86383003702121 0 0 0 0 0 0 0 0 0 1.37189133090922 0 1.49784373988683 0 0 1.00598887475062 0 0 0 0 0.975009966492444 0 0 0 0 0 0 0.297960630721586
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.38004650942208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46460389745014 0 0 0 0 0 0 0 4.43181454342262 0 0 0 0 0 0 0 2.00941535398954 0 0 0 0 0 2.13657052947479 0 0 0 0 2.07894141663815 0 0 0 0 0 0 1.9946002682044 0 0 0 0 6.26092076500625 0 0 0 0 1.71707994601212 0 0 0 0 0 0 0 0 1.83521123171556 0 0 0 0 0 0 0 0 0 0 3.48493836003388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.73961611103453 0 0 1.71152437616752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.92920779490028 0 0 0 1.76267188733446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.39989316045771 0 0 0 1.32188091033456 0 0 0 0 0 0 0 0 0 0 1.34082087043548 1.43919501280532 0 0 0 0 0 0 0 0 0 2.35431074193376 0.959220164759809 0 0.836517425937965 0 0 0 0 0 0.198640420481057
1 0 0 0 0 0 0 0 0 0 0 5.3754948975287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.65480555187331 2.50665213369364 0 0 0 2.38004650942208 0 0 2.41861878420831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.28719635545861 0 0 0 0 0 0 2.19323056304028 0 2.21590727171131 0 0 0 0 0 0 6.06201752554253 0 0 0 0 0 0 6.40971158842437 0 0 0 0 4.15788283327631 0 5.98380080461321 0 0 1.95495543685716 0 0 0 0 0 0 2.08697358833542 0 0 5.64027167367897 7.34084492686222 1.71707994601212 2.08294943803569 0 0 2.01315367610015 0 0 0 0 1.83521123171556 0 0 0 0 0 2.09914412395567 0 1.95495543685716 1.81657715217066 0 0 0 0 1.94441052368055 1.86060942232117 0 0 0 0 0 0 0 0 0 1.72828454502498 0 1.79526736558391 0 0 0 0 0 0 3.43415989202424 2.12813166082893 10.7468194046735 1.93397564638797 0 5.69987628332914 0 0 0 1.56253141457826 0 0 0 0 0 0 0 0 1.60146577255372 0 1.59651526739386 0 17.252227282151 0 0 0 5.28801566200338 2.91243340074951 0 0 0 1.56971707423914 0 3.59053473116782 0 0 0 0 1.78031940414804 0 0 0 0 0 5.56259743188074 0 1.39989316045771 0 4.51373331620453 1.54361832127178 1.32188091033456 0 0 1.48893499499772 0 0 5.63045169764406 0 1.52505630341172 0 4.36865010112426 1.34082087043548 1.43919501280532 3.12984180395129 0 1.60644090719383 1.49784373988683 0 3.51689118544741 0 2.91243340074951 0 7.06293222580128 0.959220164759809 0.975009966492444 3.34606970375186 3.31541033569018 0 5.65434773177791 2.37740217240142 0 0.595921261443171
1 0 0 0 0 0 0 0 0 0 0 2.68774744876435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.38004650942208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.13657052947479 0 0 0 0 2.07894141663815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.88009055789299 0 1.71707994601212 0 0 0 0 0 0 0 0 1.83521123171556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.07494939536862 0 0 0 2.12813166082893 2.1493638809347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.39381169235042 0 0 0 1.76267188733446 0 0 0 0 0 0 1.79526736558391 0 0 0 0 0 0 0 0 0 0 0 0 1.39989316045771 0 0 0 1.32188091033456 0 0 0 0 0 0 0 1.52505630341172 0 1.45621670037475 0 0 0 0 0 0 0 0 0 1.45621670037475 0 1.17715537096688 0.959220164759809 0 0 1.10513677856339 0 1.8847825772593 0.792467390800474 0 0.0993202102405286
1 0 0 0 0 0 0 0 0 0 9.26862848395065 0 0 0 0 9.26862848395065 0 0 0 0 0 2.57652181365412 0 0 0 0 0 5.01330426738728 7.72956544096237 0 2.34290696247262 2.38004650942208 0 2.21590727171131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.00569095489856 0 0 2.02067250851418 0 0 0 0 0 0 2.13657052947479 0 0 0 0 2.07894141663815 0 0 1.96204766516665 0 0 0 1.9946002682044 0 0 0 0 0 0 0 1.88009055789299 1.83521123171556 1.71707994601212 0 0 0 0 0 0 0 0 1.83521123171556 0 0 0 0 0 6.29743237186702 0 0 1.81657715217066 2.05913878934197 0 0 1.85100934859215 0 1.86060942232117 0 0 0 0 1.95849526356229 0 0 1.60395024588138 0 0 0 0 1.80130968003987 0 3.55471287803476 0 3.42304875233504 0 0 8.5125266433157 0 1.93397564638797 0 0 0 1.69504048644583 0 1.56253141457826 0 1.92364853223212 0 0 0 0 0 1.61898812324592 1.60146577255372 1.55303015545412 0 0 12.3230194872507 0 0 0 3.52534377466892 0 0 1.70599950023555 0 0 0 0 0 3.34162638222101 0 1.37782606642903 3.56063880829608 0 1.43288584361206 0 0 0 7.41679657584099 0 1.39989316045771 0 0 0 1.32188091033456 0 0 0 0 1.30513633306075 0 1.54596298823103 1.52505630341172 0 1.45621670037475 0 2.87839002561065 7.82460450987822 0 1.60644090719383 0 0 0 1.00598887475062 0 0 2.35431074193376 1.91844032951962 0 4.18258712968982 1.10513677856339 0 0.942391288629652 0.792467390800474 0 0.893881892164757
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46460389745014 0 0 0 0 2.57652181365412 0 0 2.38004650942208 2.27739235536199 4.43181454342262 2.41861878420831 0 0 4.70675652467983 0 0 0 0 0 0 2.24381605982839 0 0 0 2.15798462397861 2.07097324698898 0 0 0 0 0 0 2.26286425479908 0 4.57439271091723 0 0 4.38646112608056 0 2.08294943803569 0 0 0 0 0 0 4.07944140696975 2.00569095489856 0 0 2.02067250851418 0 0 0 2.20677478814804 0 0 0 0 0 4.44100996191988 0 4.15788283327631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.43415989202424 0 0 6.60671889894794 0 1.99093053931544 0 0 0 0 0 0 0 0 0 4.19828824791135 0 0 0 2.05913878934197 0 0 0 0 0 0 0 0 0 0 0 0 1.60395024588138 0 0 0 0 0 0 0 0 0 0 1.71707994601212 0 2.1493638809347 1.93397564638797 0 1.89995876110971 0 0 0 0 0 0 0 0 0 0 0 0 1.60146577255372 1.55303015545412 0 0 24.6460389745014 0 0 0 5.28801566200338 0 0 0 0 0 0 12.5668715590874 0 3.34162638222101 0 1.37782606642903 1.78031940414804 0 0 0 0 0 0 0 2.79978632091542 0 0 1.54361832127178 2.64376182066911 1.76559159743779 0 2.97786998999544 0 1.30513633306075 0 1.54596298823103 0 0 5.82486680149902 1.34082087043548 4.31758503841597 9.38952541185386 0 11.2450863503568 1.49784373988683 0 0 1.00598887475062 10.1935169026233 0 3.53146611290064 1.91844032951962 0 2.50955227781389 4.42054711425357 0 10.3663041749262 0 0 0.6952414716837
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.38004650942208 0 0 0 0 0 0 0 0 0 0 0 2.15366496283409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.19323056304028 0 2.21590727171131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08697358833542 0 0 0 0 1.71707994601212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.94441052368055 0 0 0 0 0 0 0 0 0 1.77440222711995 1.72828454502498 0 0 0 0 0 0 1.71152437616752 0 0 2.12813166082893 0 0 0 0 1.62405142520247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.92920779490028 0 1.46267528041417 0 0 0 0 0 0 0 0 0 0 1.67081319111051 1.63169477451503 0 1.78031940414804 0 0 0 0 0 0 0 1.39989316045771 0 1.50457777206818 0 1.32188091033456 0 0 0 0 0 1.87681723254802 0 0 0 0 0 0 0 0 0 0 0 0 1.00598887475062 0 0 0 0.959220164759809 0 0 0 0 0 0 0 0.198640420481057
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.38004650942208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1623230255772 0 0 0 1.9982835136207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.74246918001694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.79526736558391 3.60261936007975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46460389745014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.34082087043548 0 0 0 0 0 0 0 0 0 0 0 0 0 0.836517425937965 0 0 0 0 0 0.0993202102405286
